rule_id,rule_text,input_category,recommended_category,scenario_label,style_tags,colour_tags,occasion_tags,season_tags,gender_context,body_fit_context,formality_level,evidence_keywords,source_type,source_title,source_author_or_org,source_year,source_url_or_reference,source_reliability,source_reliability_reason,evidence_basis,rule_scope,rule_limitations,manual_verification_status,notes
R093,A maxi skirt pairs cleanly with a fitted top because the volume in the skirt is balanced by a closer top silhouette.,tops,bottoms,silhouette_balance,"elegant, refined","neutral, tonal","evening, daytime, casual","spring, summer",womenswear,proportions,smart casual,"maxi skirt, fitted top, proportion, balance",fashion_magazine,Harper's Bazaar,Hearst Communications,2022,"harpersbazaar.com (specific article to be verified)",medium,"Established fashion publication.","Bazaar features pair maxi skirts with fitted tops as a silhouette-balancing device.","Applies to womenswear silhouette balancing.","Not appropriate where a fully loose silhouette is intended.",needs_manual_check,"Verify article URL."
R094,Leather trousers introduce strong texture and are best paired with a plain top so the material remains the focal texture of the outfit.,tops,bottoms,texture_material_matching,"edgy, refined","black, neutral","evening, smart casual","autumn, winter",womenswear,fitted,smart casual,"leather trousers, plain top, texture, focal",fashion_magazine,Vogue,Conde Nast,2021,"vogue.com (specific article to be verified)",medium,"Major fashion publication.","Vogue trend features pair leather trousers with plain tops as a focal-texture strategy.","Applies to womenswear smart-casual and evening dressing.","Not appropriate for daytime workwear in most workplaces.",needs_manual_check,"Verify article URL."
R095,Traditional dress conventions restricted white or cream trousers to warm-weather wear although modern editorial practice treats this as a soft convention.,tops,bottoms,seasonal_layering,"classic, refined","white, cream","summer, daytime, smart casual",summer,general,not specified,smart casual,"white trouser, cream trouser, summer, tradition",museum_or_institution,Fashion Institute of Technology archive materials,Fashion Institute of Technology (FIT),2020,"FIT Museum publications and archive resources (specific citation to be finalised)",medium,"Institutional archive with fashion history authority.","FIT and other fashion-history sources document the traditional warm-weather restriction on white trousers.","Applies to traditional dressing.","Modern editorial practice widely relaxes this rule; treat as soft.",needs_manual_check,"Confirm specific FIT publication."
R096,A cuffed trouser hem introduces additional weight at the ankle and reads as slightly more casual than a plain hem so cuffs are more common on casual and odd trousers than on formal suits.,tops,bottoms,formality_matching,"classic, refined","neutral, tonal","smart casual, work casual","all season",menswear,tailored,business casual,"cuffed trouser, plain hem, casual, formal",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser distinguishes cuffed and plain hems by formality.","Applies to menswear tailoring choices.","Not applicable to knit or casual trousers.",verified,"Hem detail formality rule."
R097,Skirt length affects perceived workplace formality with longer knee-length and midi lengths reading as more formal than above-the-knee lengths.,tops,bottoms,workwear_styling,"classic, polished","neutral, tonal","work, formal","all season",womenswear,not specified,business casual,"skirt length, knee, midi, workwear, formality",book,Tim Gunn's Fashion Bible,Tim Gunn,2012,"Gallery Books, New York, 2012",medium,"Editorial book on wardrobe basics.","Gunn discusses skirt length as a workplace-formality signal.","Applies to womenswear workwear.","Workplace-specific dress codes may specify absolute minimum lengths.",verified,"Workwear skirt length rule."
R098,Culottes provide a skirt-like volume in a trouser cut and pair cleanly with a heel or block-heel to give the silhouette a defined hem.,tops,bottoms,silhouette_balance,"refined, smart casual","neutral, tonal","work, smart casual","spring, summer",womenswear,proportions,smart casual,"culottes, heel, silhouette, volume",fashion_magazine,Vogue,Conde Nast,2020,"vogue.com (specific article to be verified)",medium,"Major fashion publication.","Vogue features pair culottes with heels for silhouette definition.","Applies to womenswear smart-casual dressing.","Not appropriate for strict business dress codes.",needs_manual_check,"Verify article URL."
R099,Athleisure trousers such as yoga leggings or sweatpants are inappropriate for most workplace formal dress codes because they signal sport and leisure.,tops,bottoms,workwear_styling,"casual, relaxed","black, neutral","casual, daytime","all season",unisex,relaxed fit,casual,"athleisure, leggings, sweatpants, workplace",fashion_magazine,GQ,Conde Nast,2022,"gq.com (specific article to be verified)",medium,"Established menswear editorial publication.","GQ workwear features exclude athleisure trousers from workplace-formal dressing.","Applies to workwear dress codes.","Some creative or tech workplaces relax this rule.",needs_manual_check,"Verify article URL."
R100,Trouser fabric weight should track season and occasion with wool for cool-season formality linen for warm-weather casual and cotton twill as a year-round mid-range option.,tops,bottoms,texture_material_matching,"classic, refined","neutral, tonal","work, formal, casual, smart casual","all season",unisex,tailored,general,"trouser fabric, wool, linen, cotton twill, season",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser maps trouser fabrics to season and occasion.","Applies to tailored trouser choices across the calendar.","Modern blends may loosen strict seasonal mapping.",verified,"Material-and-season mapping."
R101,The trench coat is a classic all-season transitional overcoat with military origins and is appropriate over both tailored and smart-casual outfits.,tops;bottoms;dresses,outerwear,outerwear_layering,"classic, refined, tailored","beige, neutral, tan","work, smart casual, casual","spring, autumn",general,tailored,business casual,"trench coat, transitional, all season, layering",museum_or_institution,Trench Coat exhibition catalogue and related archives,Victoria and Albert Museum,2010,"V&A Museum catalogue and research materials, London",high,"Museum-published exhibition and research material with institutional authority.","V&A materials document the trench coat's military origins and its subsequent civilian adoption as a classic transitional coat.","Applies to transitional-season dressing.","Not appropriate for extreme cold or highly formal evening dress.",needs_manual_check,"Verify specific V&A catalogue title."
R102,A wool overcoat in a dark neutral colour is the classic winter formal outerwear choice worn over a suit or business attire.,tops;bottoms,outerwear,outerwear_layering,"classic, refined, formal","navy, charcoal, black","work, formal",winter,menswear,tailored,formal,"wool overcoat, dark, winter, formal, suit",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser positions the dark wool overcoat as the classic winter coat for tailored dressing.","Applies to formal winter menswear.","Not appropriate for casual or athletic contexts.",verified,"Formal winter outerwear rule."
R103,The peacoat originated in naval workwear and is a heavy short wool coat suited to casual and smart-casual cold-weather dressing.,tops;bottoms,outerwear,outerwear_layering,"classic, refined","navy, dark, neutral","casual, smart casual",winter,unisex,tailored,smart casual,"peacoat, wool, navy, casual, smart casual",museum_or_institution,Uniform: Clothing and Discipline in the Modern World,"Jane Tynan and Lisa Godson (eds.), Bloomsbury",2019,"Bloomsbury, London, 2019",high,"Academic edited volume with institutional-scale scholarly review.","The volume discusses maritime uniform origins including the peacoat's short heavy wool cut adapted from naval use.","Applies to smart-casual and casual cold-weather outerwear.","Not appropriate for full-formal contexts.",verified,"Historical-authority outerwear rule."
R104,A camel-colour overcoat is a warm neutral that pairs cleanly with dark suits and mid-tone smart-casual outfits.,tops;bottoms,outerwear,colour_coordination,"classic, refined, elegant","camel, neutral, tan","work, smart casual, formal","autumn, winter",unisex,tailored,business casual,"camel coat, neutral, smart casual, formal",fashion_editorial,Style Journal,Mr Porter,2022,"mrporter.com/en-gb/journal (specific article to be verified)",medium,"Established retailer editorial.","Mr Porter features consistently identify the camel overcoat as a warm neutral that spans formality bands.","Applies to autumn and winter dressing.","Care requirements for light-coloured coats may be limiting.",needs_manual_check,"Verify journal URL."
R105,A down-filled puffer coat prioritises warmth and is best suited to casual cold-weather contexts rather than formal or workwear dressing.,tops;bottoms,outerwear,outerwear_layering,"casual, relaxed","black, neutral, dark","casual, daytime",winter,unisex,relaxed fit,casual,"down puffer, warmth, casual, winter",fashion_magazine,Vogue,Conde Nast,2021,"vogue.com (specific article to be verified)",medium,"Major fashion publication with outerwear coverage.","Vogue winter features place the down puffer within casual outerwear.","Applies to casual cold-weather dressing.","Not appropriate for tailored formal dress codes.",needs_manual_check,"Verify article URL."
R106,A biker or moto leather jacket has origins in twentieth-century motorcycle wear and remains a casual and smart-casual outerwear staple.,tops;bottoms,outerwear,style_consistency,"casual, edgy, refined","black, brown","casual, smart casual","spring, autumn",unisex,fitted,smart casual,"leather jacket, biker, moto, casual, smart casual",museum_or_institution,Ralph Lauren: The Man Who Invented an American Style (and adjacent Costume Institute references),The Costume Institute at The Metropolitan Museum of Art,2018,"Costume Institute publications and exhibition materials, The Metropolitan Museum of Art",high,"Museum research materials with institutional authority.","Costume Institute materials trace the biker leather jacket from motorcycle culture into mainstream fashion.","Applies to casual and smart-casual dressing.","Not appropriate for formal or business-formal contexts.",needs_manual_check,"Confirm specific exhibition catalogue reference."
R107,A denim jacket is a casual outerwear staple that layers over t-shirts hoodies and lightweight knits in mild weather.,tops;bottoms,outerwear,casual_daytime_styling,"casual, relaxed","blue denim, neutral","casual, smart casual","spring, autumn",unisex,relaxed fit,casual,"denim jacket, casual, layering, t-shirt",book,True Style: The History and Principles of Classic Menswear,G. Bruce Boyer,2015,"Basic Books, New York, 2015",high,"Menswear reference book.","Boyer situates the denim jacket within American casual heritage.","Applies to casual and smart-casual dressing.","Not appropriate for workwear or formal contexts.",verified,"Casual outerwear staple."
R108,A tailored blazer can act as a light outerwear layer in mild weather providing a smart-casual to business-casual finish over shirts or knitwear.,tops,outerwear,smart_casual_styling,"tailored, refined, smart casual","navy, neutral, dark","work, smart casual","spring, autumn",unisex,tailored,smart casual,"blazer, light outerwear, layering, smart casual",book,True Style: The History and Principles of Classic Menswear,G. Bruce Boyer,2015,"Basic Books, New York, 2015",high,"Menswear reference book.","Boyer discusses the blazer as both tailoring and light outerwear.","Applies to mild-weather smart-casual dressing.","Not appropriate as sole cold-weather coat.",verified,"Blazer-as-outerwear rule."
R109,An overcoat worn over a suit jacket should be cut long enough that the suit jacket hem does not extend below the coat hem so the overcoat forms the outer visual line.,outerwear;bottoms,outerwear,silhouette_balance,"classic, tailored, refined","neutral, tonal","work, formal","autumn, winter",menswear,tailored,formal,"overcoat, length, suit jacket, hem, layering",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser prescribes overcoat length so it fully covers the suit jacket underneath.","Applies to tailored menswear layering.","Not applicable to short casual jackets.",verified,"Layering length rule."
R110,In cool-weather layering the coat colour can be chosen to either match the layers underneath for a tonal look or contrast with them for a defined outer frame.,tops;bottoms,outerwear,colour_coordination,"classic, refined","neutral, tonal, contrast","work, smart casual, casual","autumn, winter",unisex,not specified,smart casual,"coat colour, tonal, contrast, layering, palette",book,Gentleman: A Timeless Guide to Fashion,Bernhard Roetzel,2020,"H.F.Ullmann Publishing, updated editions since 1999",high,"Reference book on classic dressing.","Roetzel discusses tonal and contrast coat pairings as intentional colour choices.","Applies to cool-weather layered dressing.","Not applicable to summer single-layer outfits.",verified,"Colour-coordination outerwear rule."
R111,A cape or wrap coat can be an evening outerwear alternative to a tailored coat because it drapes over occasion dresses without disturbing the silhouette.,dresses,outerwear,formal_evening_styling,"elegant, refined","tonal, dark, neutral","evening, formal, wedding","autumn, winter",womenswear,proportions,evening,"cape, wrap coat, evening, dress, drape",fashion_magazine,Harper's Bazaar,Hearst Communications,2020,"harpersbazaar.com (specific article to be verified)",medium,"Established fashion publication.","Bazaar evening features present capes and wraps as alternatives to structured coats over gowns.","Applies to womenswear evening dressing.","Not appropriate for tailored daytime workwear.",needs_manual_check,"Verify article URL."
R112,A parka is a heavy casual coat with a functional hood suited to cold-weather casual and outdoor use rather than tailored formal contexts.,tops;bottoms,outerwear,casual_daytime_styling,"casual, relaxed","neutral, khaki, dark","casual, daytime",winter,unisex,relaxed fit,casual,"parka, hood, cold weather, casual, outdoor",fashion_magazine,GQ,Conde Nast,2021,"gq.com (specific article to be verified)",medium,"Established menswear editorial publication.","GQ outerwear features place the parka in the casual and outdoor band.","Applies to cold-weather casual dressing.","Not appropriate for tailored formal dress codes.",needs_manual_check,"Verify article URL."
R113,A cropped jacket balances a full-length skirt because the exposed waist line prevents the outfit from reading as an unbroken vertical.,dresses;bottoms,outerwear,silhouette_balance,"refined, contrast","neutral, tonal","smart casual, evening","spring, autumn",womenswear,proportions,smart casual,"cropped jacket, maxi skirt, waist, silhouette",fashion_magazine,Vogue,Conde Nast,2022,"vogue.com (specific article to be verified)",medium,"Major fashion publication.","Vogue features pair cropped jackets with full skirts as a proportion device.","Applies to womenswear silhouette-balancing outfits.","Not appropriate for strictly formal tailored contexts.",needs_manual_check,"Verify article URL."
R114,A longline coat that extends past the knee creates a strong vertical line that suits taller frames and can visually elongate shorter frames when the fit is precise.,tops;bottoms;dresses,outerwear,proportion_balance,"classic, refined, elegant","neutral, tonal","work, smart casual, formal","autumn, winter",unisex,proportions,business casual,"longline coat, vertical, elongate, proportion",book,Tim Gunn's Fashion Bible,Tim Gunn,2012,"Gallery Books, New York, 2012",medium,"Editorial book on fit and silhouette.","Gunn discusses long coats as an elongating silhouette device.","Applies to cool-weather outerwear silhouette choices.","Requires proper shoulder and length fit or the elongating effect is lost.",verified,"Proportion-based outerwear rule."
R115,A belted coat defines the waist over a soft or full underlayer which can convert a shapeless silhouette into a more structured one.,tops;bottoms;dresses,outerwear,silhouette_balance,"classic, refined, structured","neutral, tonal","work, smart casual","autumn, winter, spring",unisex,fitted,smart casual,"belted coat, waist, structure, silhouette",book,Gentleman: A Timeless Guide to Fashion,Bernhard Roetzel,2020,"H.F.Ullmann Publishing, updated editions since 1999",high,"Reference book on classic outerwear.","Roetzel discusses the belted coat as a waist-defining outerwear option.","Applies to transitional and cool-weather dressing.","Not appropriate when a straight column silhouette is intended.",verified,"Belted-outerwear silhouette rule."
R116,A waterproof shell in a technical fabric is the functional choice for rain and light cold conditions but sits at the casual end of the outerwear formality scale.,tops;bottoms,outerwear,seasonal_layering,"casual, minimal","neutral, dark","casual, daytime","spring, autumn",unisex,relaxed fit,casual,"waterproof, shell, rain, technical, casual",fashion_magazine,GQ,Conde Nast,2021,"gq.com (specific article to be verified)",medium,"Established menswear editorial publication.","GQ features place technical shells in the casual band despite their function.","Applies to casual wet-weather dressing.","Not appropriate for tailored formal dress codes.",needs_manual_check,"Verify article URL."
R117,A tweed jacket carries country and heritage associations and pairs cleanly with wool trousers and knitwear in cool-weather smart-casual and countryside dressing.,tops;bottoms,outerwear,texture_material_matching,"classic, refined, country","brown, earth tones, tonal","smart casual, casual","autumn, winter",unisex,tailored,smart casual,"tweed jacket, country, wool, cool weather",book,True Style: The History and Principles of Classic Menswear,G. Bruce Boyer,2015,"Basic Books, New York, 2015",high,"Menswear reference book.","Boyer traces tweed to British country tradition and identifies its modern smart-casual role.","Applies to cool-weather smart-casual dressing.","Not appropriate for warm-weather or formal city dressing.",verified,"Heritage-material outerwear rule."
R118,A shearling or teddy-fabric coat introduces textural volume to an outfit and is best paired with lean underlayers so the coat is the focal texture.,tops;bottoms,outerwear,texture_material_matching,"refined, contrast, cosy","neutral, cream, brown","casual, smart casual",winter,unisex,relaxed fit,smart casual,"shearling, teddy, texture, focal, coat",fashion_magazine,Vogue,Conde Nast,2022,"vogue.com (specific article to be verified)",medium,"Major fashion publication.","Vogue features present shearling and teddy coats as focal-texture pieces.","Applies to casual and smart-casual winter dressing.","Volume and heat may be limiting factors.",needs_manual_check,"Verify article URL."
R119,A cardigan is a soft knit layer that reads as more casual than a blazer and can substitute as light outerwear in warm interiors.,tops,outerwear,seasonal_layering,"classic, relaxed, refined","neutral, tonal","work, smart casual, casual","autumn, winter, spring",unisex,relaxed fit,smart casual,"cardigan, soft knit, layering, blazer alternative",book,Tim Gunn's Fashion Bible,Tim Gunn,2012,"Gallery Books, New York, 2012",medium,"Editorial book on wardrobe basics.","Gunn discusses cardigans as a soft blazer alternative for smart-casual dressing.","Applies to smart-casual dressing in mild conditions.","Not appropriate as primary outdoor cold-weather coat.",verified,"Soft-outerwear alternative rule."
R120,A bomber jacket has military flight-wear origins and is a casual to smart-casual layering piece well suited to lightweight cool-weather dressing.,tops;bottoms,outerwear,style_consistency,"casual, smart casual, refined","navy, khaki, dark, neutral","casual, smart casual","spring, autumn",unisex,relaxed fit,smart casual,"bomber jacket, military, casual, smart casual",museum_or_institution,Uniform: Clothing and Discipline in the Modern World,"Jane Tynan and Lisa Godson (eds.), Bloomsbury",2019,"Bloomsbury, London, 2019",high,"Academic edited volume on uniform history.","The volume documents the military flight jacket origins of the modern bomber.","Applies to smart-casual and casual dressing.","Not appropriate for formal business or tailored evening contexts.",verified,"Historical-authority casual outerwear rule."
R121,Formal daytime outerwear conventionally reaches at least the knee to preserve the tailored line of the suit or dress underneath.,tops;bottoms;dresses,outerwear,formal_evening_styling,"classic, tailored, refined","dark, neutral","work, formal","autumn, winter",general,tailored,formal,"coat length, knee, formal, tailored",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser prescribes at least knee-length coats for tailored formal dressing.","Applies to tailored formal outerwear.","Not applicable to casual short jackets.",verified,"Length-based formality rule."
R122,A structured shoulder on outerwear signals formality because it echoes the tailored suit shoulder while an unstructured shoulder signals softness and informality.,tops;bottoms,outerwear,formality_matching,"classic, tailored, structured","neutral, tonal","work, formal, smart casual","all season",menswear,tailored,formal,"structured shoulder, unstructured, formality, outerwear",book,"Dressing the Man: Mastering the Art of Permanent Fashion",Alan Flusser,2002,"HarperCollins, New York, 2002",high,"Widely cited menswear reference.","Flusser identifies structured shoulders as a formal tailoring signal.","Applies to tailored menswear outerwear.","Modern soft tailoring intentionally deconstructs the shoulder.",verified,"Construction-based formality rule."
R123,An overcoat should cover the full length of the suit jacket including cuffs so no jacket fabric is visible below or beyond the overcoat sleeves and hem.,tops;bottoms,outerwear,outerwear_layering,"classic, tailored, refined","neutral, tonal","work, formal","autumn, winter",menswear,tailored,formal,"overcoat, sleeve length, hem length, suit jacket",book,True Style: The History and Principles of Classic Menswear,G. Bruce Boyer,2015,"Basic Books, New York, 2015",high,"Menswear reference book.","Boyer prescribes full coverage of the suit jacket by the overcoat in classic proportions.","Applies to tailored menswear layering.","Not applicable to short casual jackets.",verified,"Layered-coverage rule."
R124,The formality of the outerwear should match the formality of the occasion so a wool overcoat suits a suit while a bomber jacket suits smart casual dressing.,tops;bottoms;dresses,outerwear,formality_matching,"classic, refined","neutral, tonal","work, formal, smart casual, casual","autumn, winter",general,not specified,general,"outerwear formality, occasion matching, overcoat, bomber",book,Gentleman: A Timeless Guide to Fashion,Bernhard Roetzel,2020,"H.F.Ullmann Publishing, updated editions since 1999",high,"Reference book on classic dressing.","Roetzel maps outerwear categories to occasion formality.","Applies to outerwear selection across dress codes.","Modern styling intentionally mixes categories for effect.",verified,"Formality-matching outerwear rule."
R125,A wool-blend coat provides a balance between warmth structure and drape making it a versatile mid-weight outerwear option across dress codes.,tops;bottoms;dresses,outerwear,texture_material_matching,"classic, refined","neutral, tonal","work, smart casual, casual","autumn, winter, spring",unisex,tailored,business casual,"wool blend, mid weight, versatile, outerwear",fashion_editorial,Style Journal,Mr Porter,2022,"mrporter.com/en-gb/journal (specific article to be verified)",medium,"Established retailer editorial.","Mr Porter features consistently recommend wool-blend coats as versatile mid-weight outerwear.","Applies to cool-weather versatile dressing.","Not appropriate for extreme cold or high-formality evening dress.",needs_manual_check,"Verify journal URL."
R126,"With smart-casual white leather sneakers as the anchor, cropped or straight-leg trousers keep the sneaker visible while wider ankle-hiding cuts visually shorten the shoe.",shoes,bottoms,shoe_pairing,"smart casual, minimal, relaxed","white, neutral","smart casual, casual, daytime","spring, summer, autumn",unisex,proportions,smart casual,"white sneaker, cropped trouser, ankle, minimal",fashion_editorial,Style Journal,Mr Porter,2023,mrporter.com/en-gb/journal (specific article to be verified),medium,Established retailer editorial.,Mr Porter journal repeatedly pairs minimal sneakers with cropped or straight-leg trousers as a proportion strategy.,Applies to smart-casual outfits anchored by a sneaker.,Not appropriate for tailored formal contexts.,needs_manual_check,Symmetric shoe-first pairing rule for R020.
R127,When formal oxford shoes are chosen for a business or formal occasion the trouser should be a wool worsted or crepe cut with a slight break to preserve the coordinated formality of the outfit.,shoes,bottoms,formality_matching,"classic, tailored, refined","neutral, dark, tonal","work, formal",all season,menswear,tailored,formal,"oxford, wool trouser, worsted, break",book,Dressing the Man: Mastering the Art of Permanent Fashion,Alan Flusser,2002,"HarperCollins, New York, 2002",high,Widely cited menswear reference.,Flusser links formal footwear to matching trouser fabric and cut in classic tailoring.,Applies to formal menswear with oxford shoes.,Not appropriate for casual or knit trousers.,verified,Symmetric shoe-first pairing rule for R001.
R128,A statement necklace requires an unornamented crew or scoop neckline as its backing so the neckline does not compete with the focal accessory.,accessories,tops,accessory_coordination,"elegant, refined, minimal","tonal, neutral","evening, work, smart casual",all season,womenswear,not specified,smart casual,"statement necklace, plain neckline, focal, backing",book,The Little Black Book of Style,Nina Garcia,2007,"HarperCollins, New York, 2007",medium,Editorial book by a former Elle fashion director.,Garcia advises plain necklines to support statement necklaces so the accessory remains focal.,Applies to womenswear focal-necklace outfits.,Not applicable to layered or subtle jewellery choices.,verified,Symmetric top-first pairing rule for R032.
R129,A dress watch on a fine leather strap is the appropriate wrist accessory when a tailored overcoat is worn over a suit so both watch and outerwear signal the same formal register.,accessories,outerwear,accessory_coordination,"classic, refined, tailored","neutral, tonal","work, formal","autumn, winter",menswear,tailored,formal,"dress watch, leather strap, overcoat, suit, formality",book,Gentleman: A Timeless Guide to Fashion,Bernhard Roetzel,2020,"H.F.Ullmann Publishing, updated editions since 1999",high,Reference book on classic menswear.,Roetzel matches dress-watch formality to tailored outerwear.,Applies to formal menswear cool-weather layering.,Not applicable to casual sport watches or casual outerwear.,verified,Accessory-driven outerwear coordination rule.
R130,Wedding guests in Western conventions traditionally avoid solid white or ivory as the dominant top or dress colour so the bride remains visually distinct within the ceremony.,dresses,tops,occasion_matching,"classic, refined","neutral, tonal, contrast","wedding, formal","spring, summer, autumn",womenswear,not specified,formal,"wedding guest, white, ivory, colour convention",book,Emily Posts Etiquette,Emily Post Institute (Peggy Post et al.),2017,"Emily Posts Etiquette (19th edition), William Morrow, 2017",high,Long-established etiquette reference published by a recognised authority on social conventions.,Emily Post etiquette codifies the convention that wedding guests avoid white or ivory.,Applies to Western wedding-guest occasions.,Cultural and modern wedding practices may vary; treat as a Western convention.,verified,Occasion-matching colour rule with high-authority source.
R131,For traditional professional job interviews in conservative sectors the outerwear should be a tailored dark wool coat rather than a sport or athleisure jacket so the outer layer signals the same preparation as the interview outfit.,tops;bottoms,outerwear,occasion_matching,"classic, tailored, refined","dark, neutral","work, formal","autumn, winter, spring",general,tailored,formal,"interview, tailored coat, wool, dark, professional",fashion_editorial,Style Journal,Mr Porter,2022,mrporter.com/en-gb/journal (specific article to be verified),medium,Established retailer editorial.,Editorial guidance consistently recommends tailored dark outerwear for conservative interview contexts.,Applies to conservative professional interviews.,Creative-industry interviews may allow softer outerwear.,needs_manual_check,Verify a canonical editorial article.
R132,For funeral or memorial occasions shoes should be dark closed-toe leather with a matte or low-shine finish as part of an overall subdued and respectful palette.,tops;bottoms,shoes,occasion_matching,"classic, refined","black, dark",formal,all season,general,tailored,formal,"funeral, memorial, dark shoes, closed toe, matte",book,Emily Posts Etiquette,Emily Post Institute (Peggy Post et al.),2017,"Emily Posts Etiquette (19th edition), William Morrow, 2017",high,Long-established etiquette reference.,Emily Post etiquette advises subdued dark clothing including closed-toe leather shoes for funerals.,Applies to funeral and memorial occasions.,Cultural practices vary; some traditions require specific white or other colour codes.,verified,Occasion-based shoe colour rule.
R133,For cocktail dress-code occasions accessories may be slightly bolder than daytime with metallic touches or statement earrings while stopping short of the fully formal jewellery expected at black-tie.,dresses,accessories,occasion_matching,"elegant, refined","metallic, tonal","evening, party, cocktail","spring, summer, autumn",womenswear,not specified,evening,"cocktail attire, metallic accessory, statement earring, evening",fashion_magazine,Vogue,Conde Nast,2021,vogue.com (specific article to be verified),medium,Major fashion publication with recurring dress-code coverage.,Vogue occasion features distinguish cocktail dressing from both smart casual and full black-tie accessory conventions.,Applies to cocktail-dress-code evening occasions.,Not appropriate for black-tie or strictly daytime workwear.,needs_manual_check,Verify specific article URL.
