case_id,generator,trace_size,used,available,utilization
case-776fde673d514594,gemma4:12b,1,1,1,1.0
case-776fde673d514594,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-776fde673d514594,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-777b98785771f79b,gemma4:12b,1,1,1,1.0
case-777b98785771f79b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-777b98785771f79b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-77e07216bda53885,gemma4:12b,2,2,2,1.0
case-77e07216bda53885,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-77e07216bda53885,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-782b622a9483969d,gemma4:12b,1,1,1,1.0
case-782b622a9483969d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-782b622a9483969d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-78c921b2b4a5e544,gemma4:12b,1,1,1,1.0
case-78c921b2b4a5e544,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-78c921b2b4a5e544,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-7b9f74967bc56eb8,gemma4:12b,1,1,1,1.0
case-7b9f74967bc56eb8,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-7b9f74967bc56eb8,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-7c2882bfc9a4c5fe,gemma4:12b,2,2,2,1.0
case-7c2882bfc9a4c5fe,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-7c2882bfc9a4c5fe,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7c8bb7d3da3c6025,gemma4:12b,2,1,2,0.5
case-7c8bb7d3da3c6025,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-7c8bb7d3da3c6025,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-7daea1a1372c1483,gemma4:12b,2,2,2,1.0
case-7daea1a1372c1483,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-7daea1a1372c1483,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-7e2813816192d597,gemma4:12b,2,2,2,1.0
case-7e2813816192d597,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-7e2813816192d597,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7e6e05ad93942a7e,gemma4:12b,1,1,1,1.0
case-7e6e05ad93942a7e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-7e6e05ad93942a7e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-7fd5dbf7a1986752,gemma4:12b,2,2,2,1.0
case-7fd5dbf7a1986752,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-7fd5dbf7a1986752,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7feb45a8ad29f57d,gemma4:12b,1,1,1,1.0
case-7feb45a8ad29f57d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-7feb45a8ad29f57d,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-80245b8e3a1f2eab,gemma4:12b,1,1,1,1.0
case-80245b8e3a1f2eab,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-80245b8e3a1f2eab,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-80648b3e49a84db1,gemma4:12b,2,1,2,0.5
case-80648b3e49a84db1,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-80648b3e49a84db1,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-806b396f998d24ef,gemma4:12b,1,1,1,1.0
case-806b396f998d24ef,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-806b396f998d24ef,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-808697b5cd70de93,gemma4:12b,1,1,1,1.0
case-808697b5cd70de93,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-808697b5cd70de93,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-82376f78fb26f2d7,gemma4:12b,1,1,1,1.0
case-82376f78fb26f2d7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-82376f78fb26f2d7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-82497394371f880d,gemma4:12b,2,2,2,1.0
case-82497394371f880d,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-82497394371f880d,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-82aa8f252f4ad221,gemma4:12b,1,1,1,1.0
case-82aa8f252f4ad221,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-82aa8f252f4ad221,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8349f428fc0b7638,gemma4:12b,1,1,1,1.0
case-8349f428fc0b7638,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8349f428fc0b7638,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-84493325ca805eea,gemma4:12b,1,1,1,1.0
case-84493325ca805eea,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-84493325ca805eea,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-84a86e133194431f,gemma4:12b,1,1,1,1.0
case-84a86e133194431f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-84a86e133194431f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-84fe6a63120fcd61,gemma4:12b,2,1,2,0.5
case-84fe6a63120fcd61,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-84fe6a63120fcd61,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-852e5bade56d69e2,gemma4:12b,1,1,1,1.0
case-852e5bade56d69e2,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-852e5bade56d69e2,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-85ec27f16b8d327c,gemma4:12b,1,1,1,1.0
case-85ec27f16b8d327c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-85ec27f16b8d327c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-861fbfd66c1db78e,gemma4:12b,2,2,2,1.0
case-861fbfd66c1db78e,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-861fbfd66c1db78e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-8633eb7ac4daa293,gemma4:12b,2,2,2,1.0
case-8633eb7ac4daa293,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-8633eb7ac4daa293,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-8669af248b389185,gemma4:12b,1,1,1,1.0
case-8669af248b389185,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8669af248b389185,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-87d568be3364da41,gemma4:12b,1,1,1,1.0
case-87d568be3364da41,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-87d568be3364da41,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-88012cb7f6afca63,gemma4:12b,2,2,2,1.0
case-88012cb7f6afca63,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-88012cb7f6afca63,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-880e065e37616656,gemma4:12b,1,1,1,1.0
case-880e065e37616656,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-880e065e37616656,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-89d817553eb87ae7,gemma4:12b,1,1,1,1.0
case-89d817553eb87ae7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-89d817553eb87ae7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8c96e47351a66444,gemma4:12b,1,1,1,1.0
case-8c96e47351a66444,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8c96e47351a66444,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8cbc521b744b945d,gemma4:12b,1,1,1,1.0
case-8cbc521b744b945d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8cbc521b744b945d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8cc99911d3e5d8a2,gemma4:12b,2,1,2,0.5
case-8cc99911d3e5d8a2,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-8cc99911d3e5d8a2,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-8cf14fab75f46293,gemma4:12b,1,1,1,1.0
case-8cf14fab75f46293,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8cf14fab75f46293,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8d16688f1e64c3f3,gemma4:12b,1,1,1,1.0
case-8d16688f1e64c3f3,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8d16688f1e64c3f3,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8d25a0449f9ea874,gemma4:12b,1,1,1,1.0
case-8d25a0449f9ea874,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8d25a0449f9ea874,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8e100f904ee4043a,gemma4:12b,1,1,1,1.0
case-8e100f904ee4043a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8e100f904ee4043a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8ed19313c52a2a9e,gemma4:12b,1,1,1,1.0
case-8ed19313c52a2a9e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8ed19313c52a2a9e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8f0f670d2da88e40,gemma4:12b,1,1,1,1.0
case-8f0f670d2da88e40,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8f0f670d2da88e40,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8f1bdacb04e88d2b,gemma4:12b,1,1,1,1.0
case-8f1bdacb04e88d2b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8f1bdacb04e88d2b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8f5d549a83ef995c,gemma4:12b,2,2,2,1.0
case-8f5d549a83ef995c,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-8f5d549a83ef995c,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-8f77d4226a777c56,gemma4:12b,1,1,1,1.0
case-8f77d4226a777c56,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-8f77d4226a777c56,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-8f88c9d67bd7f1ed,gemma4:12b,2,2,2,1.0
case-8f88c9d67bd7f1ed,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-8f88c9d67bd7f1ed,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-90840484d9b912e7,gemma4:12b,2,1,2,0.5
case-90840484d9b912e7,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-90840484d9b912e7,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-912fa8154b795257,gemma4:12b,2,1,2,0.5
case-912fa8154b795257,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-912fa8154b795257,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-9191aa71073cdd07,gemma4:12b,1,1,1,1.0
case-9191aa71073cdd07,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9191aa71073cdd07,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-923706398b762218,gemma4:12b,1,1,1,1.0
case-923706398b762218,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-923706398b762218,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-92a2f1b7ab2b53df,gemma4:12b,1,1,1,1.0
case-92a2f1b7ab2b53df,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-92a2f1b7ab2b53df,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-92dc09e7ba228fbd,gemma4:12b,2,2,2,1.0
case-92dc09e7ba228fbd,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-92dc09e7ba228fbd,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-941b6898c1efe7f7,gemma4:12b,1,1,1,1.0
case-941b6898c1efe7f7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-941b6898c1efe7f7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-944ba55831203885,gemma4:12b,2,2,2,1.0
case-944ba55831203885,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-944ba55831203885,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-94fb417aa7000d83,gemma4:12b,1,1,1,1.0
case-94fb417aa7000d83,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-94fb417aa7000d83,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-95aa186e95b8252d,gemma4:12b,1,1,1,1.0
case-95aa186e95b8252d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-95aa186e95b8252d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-967d8e0d3b5b240a,gemma4:12b,1,1,1,1.0
case-967d8e0d3b5b240a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-967d8e0d3b5b240a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-975811dfec4d02ae,gemma4:12b,2,2,2,1.0
case-975811dfec4d02ae,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-975811dfec4d02ae,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-97869a7da56bd812,gemma4:12b,1,1,1,1.0
case-97869a7da56bd812,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-97869a7da56bd812,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-97d49b42c7a1c1ea,gemma4:12b,2,2,2,1.0
case-97d49b42c7a1c1ea,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-97d49b42c7a1c1ea,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-9a4db0d2e83d1695,gemma4:12b,1,1,1,1.0
case-9a4db0d2e83d1695,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9a4db0d2e83d1695,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9b83d53ac7f4b74a,gemma4:12b,1,1,1,1.0
case-9b83d53ac7f4b74a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9b83d53ac7f4b74a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9bcace2dfdd9cc31,gemma4:12b,1,1,1,1.0
case-9bcace2dfdd9cc31,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9bcace2dfdd9cc31,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9c2513a91d9d2dc1,gemma4:12b,1,1,1,1.0
case-9c2513a91d9d2dc1,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9c2513a91d9d2dc1,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-9cdfb15673951b1f,gemma4:12b,2,2,2,1.0
case-9cdfb15673951b1f,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-9cdfb15673951b1f,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-9d08ed41af49eb7a,gemma4:12b,2,2,2,1.0
case-9d08ed41af49eb7a,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-9d08ed41af49eb7a,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-9dc802d2734a062b,gemma4:12b,1,1,1,1.0
case-9dc802d2734a062b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9dc802d2734a062b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9df272092c667aba,gemma4:12b,1,1,1,1.0
case-9df272092c667aba,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9df272092c667aba,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9e44a7b05917d5b8,gemma4:12b,1,1,1,1.0
case-9e44a7b05917d5b8,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9e44a7b05917d5b8,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9e7bbf7fb677ace5,gemma4:12b,1,1,1,1.0
case-9e7bbf7fb677ace5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-9e7bbf7fb677ace5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-9ecb29b7d803971f,gemma4:12b,2,2,2,1.0
case-9ecb29b7d803971f,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-9ecb29b7d803971f,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a047521daeb33818,gemma4:12b,1,1,1,1.0
case-a047521daeb33818,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a047521daeb33818,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a0dd3c75a186f3c0,gemma4:12b,1,1,1,1.0
case-a0dd3c75a186f3c0,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a0dd3c75a186f3c0,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a21eef534e5a9467,gemma4:12b,2,1,2,0.5
case-a21eef534e5a9467,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-a21eef534e5a9467,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-a26a5d77e1031c70,gemma4:12b,1,1,1,1.0
case-a26a5d77e1031c70,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a26a5d77e1031c70,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a2abde66a3c63ac6,gemma4:12b,3,2,3,0.6666666666666666
case-a2abde66a3c63ac6,llama3.1:8b-instruct-q8_0,3,1,3,0.3333333333333333
case-a2abde66a3c63ac6,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-a2edf3a67b3ac73b,gemma4:12b,1,1,1,1.0
case-a2edf3a67b3ac73b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a2edf3a67b3ac73b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a348552e4709eb33,gemma4:12b,1,1,1,1.0
case-a348552e4709eb33,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a348552e4709eb33,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a37e026bd1f8c53f,gemma4:12b,1,1,1,1.0
case-a37e026bd1f8c53f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a37e026bd1f8c53f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a4b763a7b6415e99,gemma4:12b,2,2,2,1.0
case-a4b763a7b6415e99,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a4b763a7b6415e99,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a4c7797664411475,gemma4:12b,1,1,1,1.0
case-a4c7797664411475,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a4c7797664411475,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a4deeeec85ab4325,gemma4:12b,1,1,1,1.0
case-a4deeeec85ab4325,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a4deeeec85ab4325,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a515187f2ac23d62,gemma4:12b,1,1,1,1.0
case-a515187f2ac23d62,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a515187f2ac23d62,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a5208f7055d14d14,gemma4:12b,1,1,1,1.0
case-a5208f7055d14d14,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a5208f7055d14d14,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a61c44697da61c1a,gemma4:12b,2,2,2,1.0
case-a61c44697da61c1a,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-a61c44697da61c1a,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-a66e4375a19a7b26,gemma4:12b,2,2,2,1.0
case-a66e4375a19a7b26,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a66e4375a19a7b26,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a6c8e1165603f25b,gemma4:12b,1,1,1,1.0
case-a6c8e1165603f25b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a6c8e1165603f25b,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-a70c54680aa27909,gemma4:12b,2,2,2,1.0
case-a70c54680aa27909,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a70c54680aa27909,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a723f4fb2011c771,gemma4:12b,2,1,2,0.5
case-a723f4fb2011c771,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-a723f4fb2011c771,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-a740d42bacbb64ee,gemma4:12b,2,2,2,1.0
case-a740d42bacbb64ee,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a740d42bacbb64ee,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a766a61c1d849a00,gemma4:12b,1,1,1,1.0
case-a766a61c1d849a00,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a766a61c1d849a00,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a7ca4398c1c6e424,gemma4:12b,2,1,2,0.5
case-a7ca4398c1c6e424,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-a7ca4398c1c6e424,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-a800d1f1e069b1ea,gemma4:12b,2,2,2,1.0
case-a800d1f1e069b1ea,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a800d1f1e069b1ea,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-a88637480d0b7898,gemma4:12b,1,1,1,1.0
case-a88637480d0b7898,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-a88637480d0b7898,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-a8a9b3bec9d6fc20,gemma4:12b,2,2,2,1.0
case-a8a9b3bec9d6fc20,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a8a9b3bec9d6fc20,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a8fc14e384644d60,gemma4:12b,2,2,2,1.0
case-a8fc14e384644d60,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-a8fc14e384644d60,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-a92eef9fe1b7e4a0,gemma4:12b,2,2,2,1.0
case-a92eef9fe1b7e4a0,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-a92eef9fe1b7e4a0,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-aa054ba304bb1a8d,gemma4:12b,2,1,2,0.5
case-aa054ba304bb1a8d,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-aa054ba304bb1a8d,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-aa08bbcd3047bb5d,gemma4:12b,2,2,2,1.0
case-aa08bbcd3047bb5d,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-aa08bbcd3047bb5d,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-aa14bfb7328fd47b,gemma4:12b,1,1,1,1.0
case-aa14bfb7328fd47b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-aa14bfb7328fd47b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-aa3b8a84cd91d4cb,gemma4:12b,1,1,1,1.0
case-aa3b8a84cd91d4cb,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-aa3b8a84cd91d4cb,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-aa908bd8bb725396,gemma4:12b,1,1,1,1.0
case-aa908bd8bb725396,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-aa908bd8bb725396,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-aad581a28b4c003d,gemma4:12b,1,1,1,1.0
case-aad581a28b4c003d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-aad581a28b4c003d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-aae4334dcf9ef204,gemma4:12b,1,1,1,1.0
case-aae4334dcf9ef204,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-aae4334dcf9ef204,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ab24c48466252f9a,gemma4:12b,1,1,1,1.0
case-ab24c48466252f9a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ab24c48466252f9a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ab614925348d0956,gemma4:12b,2,1,2,0.5
case-ab614925348d0956,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-ab614925348d0956,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-abbacc58433f8649,gemma4:12b,1,1,1,1.0
case-abbacc58433f8649,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-abbacc58433f8649,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ac05bb9b1d86158b,gemma4:12b,1,1,1,1.0
case-ac05bb9b1d86158b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ac05bb9b1d86158b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ad3f2e8805582409,gemma4:12b,2,2,2,1.0
case-ad3f2e8805582409,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-ad3f2e8805582409,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-ada89b267ec582bf,gemma4:12b,1,1,1,1.0
case-ada89b267ec582bf,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ada89b267ec582bf,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-ae074bb0015a3d75,gemma4:12b,1,1,1,1.0
case-ae074bb0015a3d75,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ae074bb0015a3d75,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-ae11ff65d1656b63,gemma4:12b,1,1,1,1.0
case-ae11ff65d1656b63,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-ae11ff65d1656b63,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-af02867d30624d47,gemma4:12b,2,2,2,1.0
case-af02867d30624d47,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-af02867d30624d47,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-af84513c121c7811,gemma4:12b,1,1,1,1.0
case-af84513c121c7811,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-af84513c121c7811,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b02f49322c9d64ff,gemma4:12b,1,1,1,1.0
case-b02f49322c9d64ff,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b036b4e33774d56d,gemma4:12b,1,1,1,1.0
case-b036b4e33774d56d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b036b4e33774d56d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-b037c9fc62dbf352,gemma4:12b,1,1,1,1.0
case-b037c9fc62dbf352,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-b037c9fc62dbf352,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
