rule_id,rule_version,rule_text,input_category,recommended_category,applicable_query_categories,required_context,query_terms,candidate_terms,scenario_label,gender_context,formality_level,occasion_tags,season_tags,source_type,source_title,source_author_or_org,source_year,source_url_or_reference,source_locator,source_access_date,source_validation_status,source_reliability,evidence_summary,rule_scope,rule_limitations,audit_status,supersedes_rule_ids
K100,3,"Leather jackets and bombers can take either casual or polished bags. Crossbodies and soft shoulder bags suit streetwear, a hobo reinforces a relaxed shape, and a compact structured or mini bag can sharpen the outfit for dinner. If the jacket has heavy zips or studs, keep the bag hardware quieter; if the leather jacket is minimal, a textured or coloured bag can provide the accent.",outerwear,bags,outerwear,none,leather jacket|leather blazer|bomber|bomber jacket|moto jacket,crossbody|shoulder bag|hobo|structured bag|mini bag|bag|handbag,leather_outerwear_bags,general,casual to evening,streetwear|weekend|date|concert,autumn|winter|spring,fashion_editorial,The Wardrobe Essentials We’re Wearing in 2026,Vogue,2026,https://www.vogue.com/article/vogue-wardrobe-essentials-guide,lines 305-369 show tops combined with pants skirts and jeans,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source treats leather jackets as versatile wardrobe pieces; bag hardware and occasion guidance are bounded enrichment.,Leather jackets and bombers; bags chosen by hardware and formality.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K101,3,"Crossbody and sling bags work best with mobile, practical bottoms. Jeans, cargos, shorts, leggings, casual trousers, and easy midi skirts all suit travel and weekend use; for a cleaner city outfit, choose straight denim or simple trousers rather than overly technical bottoms. Because the strap already adds a diagonal line across the outfit, uncomplicated lower-body shapes usually keep the look from becoming visually fragmented.",bags,bottoms,bags,none,crossbody|cross body|sling bag|camera bag|nylon bag,jeans|denim|cargo pant|cargo pants|shorts|legging|leggings|casual trouser|midi skirt|bottom,crossbody_bottoms,general,casual,travel|weekend|city day|festival,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source uses crossbody and shoulder bags in practical everyday formulas; the movement and line rationale is bounded enrichment.,"Crossbody and sling bags; casual, movement-friendly bottoms.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K102,3,"Shoulder bags, flap bags, and satchels are versatile enough to follow the shoe rather than dictate it. Pumps and heels create a polished or feminine direction, loafers and flats feel city-ready, boots add autumn weight, and sneakers keep the same bag casual. Instead of matching bag and shoes exactly, aim for compatible formality and let one shared element—such as black leather, warm brown, metallic hardware, or a repeated accent colour—tie them together.",bags,shoes,bags,none,shoulder bag|flap bag|satchel|handbag,pump|pumps|heel|heels|loafer|loafers|flat|flats|boot|boots|sneaker|sneakers|shoe|shoes,shoulder_bag_shoes,general,casual to dressy,office|date|weekend|dinner,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source pairs pumps with shoulder bags in polished outfits; the broader versatility and shared-element principle are bounded enrichment.,"Shoulder, flap and satchel bags; shoes across casual-to-dressy contexts.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K103,3,"Shoulder bags, flap bags, and satchels work across casual and polished outerwear. A blazer or trench creates city polish, a leather jacket gives edge, a denim jacket keeps the same bag relaxed, and a tailored coat works for dinner or commuting. Check that the shoulder strap clears the jacket's sleeve and lapel comfortably; a bag that constantly catches on bulky outerwear looks less intentional even if the colours work.",bags,outerwear,bags,none,shoulder bag|flap bag|satchel|handbag|saddle bag,blazer|coat|trench|leather jacket|denim jacket|cardigan jacket|outerwear|jacket,shoulder_bag_outerwear,general,casual to dressy,office|date|weekend|dinner,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source shows shoulder bags in polished daywear; casual outerwear and practical strap-fit guidance are bounded enrichment.,"Shoulder, flap and satchel bags; versatile outerwear with practical strap fit.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K105,3,"With a large tote, shopper, or hobo, avoid making every piece equally oversized unless deliberate volume is the styling goal. A fitted or tucked tee, tank, neat knit, or crisp shirt gives the bag room to feel intentional; for work, a button-down or fine sweater balances practicality with polish. The larger the bag, the more useful a clean neckline or defined waist becomes for preventing the outfit from feeling visually heavy.",bags,tops,bags,none,tote|tote bag|oversized tote|shopper|hobo|large bag,fitted top|t-shirt|t shirt|tee|tank|shirt|button-down|button down|knit|sweater|top,large_bag_volume,general,casual to business casual,work|travel|shopping|daytime,all,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source shows large summer totes and soft handbags styled with simple, controlled clothing; the explicit volume-balancing guidance is bounded enrichment.","Large totes, shoppers and hobos; tops that control competing volume.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K106,3,"With a clutch or evening bag, keep the shoes in the same broad dress-code family. Pumps, stilettos, kitten heels, elegant flats, and formal shoes all work depending on comfort and event level; exact bag-and-shoe colour matching is optional rather than required. If the clutch is embellished, a simpler shoe often looks more sophisticated, while a plain clutch can support a more decorative heel.",bags,shoes,bags,none,clutch|evening clutch|minaudiere|evening bag|pouch,pump|pumps|stiletto|stilettos|kitten heel|kitten heels|formal shoe|formal shoes|flat|flats|shoe|shoes,clutch_shoes,general,dressy to formal,wedding|dinner|event|evening,all,fashion_editorial,The Vogue Guide to Formal Attire,Vogue,2025,https://www.vogue.com/article/the-vogue-guide-to-formal-attire,Formal attire shoes and accessories for women section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source defines formal accessories and evening dressing; the non-matching and embellishment-balance principles are bounded enrichment.,Clutches and evening bags; formal or elegant shoes with controlled decoration.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K107,3,"A clutch or minaudière belongs with outerwear that preserves a polished evening line. Tailored coats, formal blazers, refined capes, and tuxedo-inspired jackets work; bulky utility jackets and visibly sporty outerwear usually undermine the compact evening bag. If the clutch is ornate, keep the coat cleaner and let the bag supply the decorative focus; a simple clutch can accompany more dramatic outerwear.",bags,outerwear,bags,none,clutch|evening clutch|minaudiere|evening bag|pouch,tailored coat|formal coat|blazer|cape|tuxedo jacket|outerwear|jacket,clutch_outerwear,general,dressy to formal,wedding|dinner|event|evening,all,fashion_editorial,The Vogue Guide to Formal Attire,Vogue,2025,https://www.vogue.com/article/the-vogue-guide-to-formal-attire,Formal attire shoes and accessories for women section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source defines formal accessories and evening dress; outerwear and focal-point guidance are bounded enrichment.,Clutches and evening bags; formal outerwear with controlled decoration.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K109,3,"A clutch or minaudière works best when the top already belongs to an evening or polished outfit. Silk blouses, fitted evening tops, camisoles, and fine knits support dinner and event dressing; if the bag is highly embellished, keep the top cleaner, while a simple satin or leather clutch can accompany a more detailed blouse. The bag and top do not need to match exactly—shared formality and controlled shine matter more than identical colour.",bags,tops,bags,none,clutch|evening clutch|minaudiere|pouch|evening bag,silk blouse|blouse|camisole|fitted top|fine knit|shirt|top,clutch_evening_top,general,dressy to formal,date|dinner|wedding|event|evening,all,fashion_editorial,The Vogue Guide to Formal Attire,Vogue,2025,https://www.vogue.com/article/the-vogue-guide-to-formal-attire,Formal attire shoes and accessories for women section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source explains formal and evening accessories and dress codes; detailed top alternatives and non-matching principle are bounded enrichment.,"Clutches, pouches and minaudières; refined tops for evening and formal settings.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K110,3,"A clutch or minaudière should sit with bottoms that already belong to a polished or evening outfit. Tailored trousers, elegant wide-leg trousers, satin or silk skirts, and clean midi or maxi skirts all work; for formal events, avoid casual distressed denim unless the dress code explicitly permits a high-low approach. A compact evening bag looks most coherent when the bottom has clean lines and refined fabric rather than bulky utility detailing.",bags,bottoms,bags,none,clutch|evening clutch|minaudiere|evening bag|pouch,tailored trouser|wide leg trouser|midi skirt|maxi skirt|silk skirt|satin skirt|formal trouser|bottom,clutch_bottoms,general,dressy to formal,wedding|dinner|event|evening,all,fashion_editorial,The Vogue Guide to Formal Attire,Vogue,2025,https://www.vogue.com/article/the-vogue-guide-to-formal-attire,Formal attire shoes and accessories for women section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source defines formal and evening dress expectations; bottom-specific pairings and fabric rationale are bounded enrichment.,Clutches and evening bags; refined trousers and skirts for events.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K111,3,"Raffia, basket, woven, and canvas bags suit lightweight outerwear rather than heavy winter layers. Linen blazers, denim jackets, overshirts, and light cardigans work for cool mornings or evenings; natural fibres and washed colours keep the outfit seasonally coherent. For city dressing, a crisp light blazer can make a rustic bag feel intentional, while a thick wool coat usually creates a seasonal mismatch.",bags,outerwear,bags,none,raffia bag|basket bag|woven bag|straw bag|canvas tote|summer bag,linen blazer|denim jacket|light cardigan|overshirt|light jacket|outerwear|jacket,summer_bag_outerwear,general,casual,beach|holiday|resort|brunch|summer day,spring|summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source focuses on summer bags styled with light seasonal clothing; outerwear specifics and seasonal mismatch guidance are bounded enrichment.,"Raffia, woven and canvas summer bags; lightweight outerwear.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K113,3,"Raffia, basket, woven, and canvas bags naturally suit warm-weather textures. Pair them with linen or cotton shirts, tanks, simple tees, airy blouses, or polos in white, sand, pale blue, soft green, or sun-faded colours for beach, resort, and daytime outfits; for city use, a crisp shirt makes the rustic texture feel more intentional. Natural fabric against natural-fibre bags creates coherence without needing exact colour matching.",bags,tops,bags,none,raffia bag|basket bag|woven bag|straw bag|canvas tote|summer bag,linen shirt|cotton shirt|tank|camisole|t-shirt|t shirt|tee|blouse|polo|top,summer_bag_top,general,casual,beach|holiday|resort|brunch|summer day,spring|summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source specifically styles raffia, canvas and summer handbags with light seasonal clothing; the colour palette and material rationale are bounded enrichment.","Raffia, basket, woven and canvas summer bags; breathable warm-weather tops.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K114,3,"Raffia, basket, woven, and canvas bags pair naturally with breathable warm-weather bottoms. Linen or cotton trousers, Bermuda or denim shorts, simple midi skirts, and white or light-wash jeans all work for resort and daytime dressing. Natural fibres look especially coherent with sand, white, navy, pale blue, olive, and other sun-washed colours, while avoiding heavy winter fabrics keeps the seasonal story consistent.",bags,bottoms,bags,none,raffia bag|basket bag|woven bag|straw bag|canvas tote|summer bag,linen trouser|wide leg trouser|shorts|bermuda shorts|denim shorts|midi skirt|white jeans|bottom,summer_bag_bottoms,general,casual,beach|holiday|resort|brunch|summer day,spring|summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source specifically styles summer bags with light seasonal outfits; the bottom categories, palette and fabric rationale are bounded enrichment.","Raffia, woven and canvas summer bags; lightweight warm-weather bottoms.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K115,3,"Raffia, basket, woven, and canvas bags are strongest with warm-weather shoes that share their relaxed texture. Flat sandals, espadrilles, woven flats, clean sneakers, loafers, and wedges all work depending on the setting; resort outfits can lean natural and tonal, while city looks benefit from a cleaner leather shoe. Heavy winter boots usually fight the seasonal message unless the styling is intentionally transitional.",bags,shoes,bags,none,raffia bag|basket bag|woven bag|straw bag|canvas tote|summer bag,sandal|sandals|espadrille|espadrilles|flat|flats|sneaker|sneakers|loafer|loafers|wedge|wedges|shoe|shoes,summer_bag_shoes,general,casual,beach|holiday|resort|brunch|summer day,spring|summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source specifically covers summer bags and seasonal styling; shoe-family and transitional-season guidance are bounded enrichment.,"Raffia, woven and canvas bags; warm-weather shoes from casual to polished.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K117,3,"When the bag is the statement—bright, metallic, embellished, floral, or heavily patterned—give it visual space with a simpler top. Solid tees, tanks, clean shirts, fine knits, or minimally detailed blouses keep the bag as the deliberate focal point; for evening, use a refined fabric but avoid duplicating the same level of embellishment. A neutral top is the safest choice, although a colour pulled from the bag can create a controlled tonal link.",bags,tops,bags,none,embellished bag|statement bag|bright bag|metallic bag|printed bag|floral bag,plain top|solid top|t-shirt|t shirt|tee|tank|shirt|blouse|fine knit|top,statement_bag_top_restraint,general,casual to evening,dinner|event|streetwear|daytime,all,fashion_editorial,How to Wear Head-to-Toe Black? Jessica Chastain Proves It's All About the Statement Bag,Vogue,2017,https://www.vogue.com/article/jessica-chastain-louis-vuitton-capucines-bag-celebrity-street-style,paragraphs describing the all-black pantsuit and embellished top-handle bag,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates a statement bag carrying the visual emphasis of an otherwise controlled outfit; colour echo and fabric alternatives are bounded enrichment.,"Bright, metallic, floral or embellished bags; tops that preserve a single focal point.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K118,3,"If the bag is bright, metallic, embellished, printed, floral, or otherwise the intended focal point, use a comparatively quiet bottom. Straight denim, black or neutral trousers, and solid skirts give the accessory space; a denim bag can work with denim too, but vary wash or texture so it does not disappear. Pulling one colour from the bag into the bottom is optional, but duplicating several loud motifs usually weakens the focal-point effect.",bags,bottoms,bags,none,statement bag|bright bag|metallic bag|embellished bag|printed bag|floral bag|denim bag|fringed bag|fringe bag|boho bag,plain trouser|neutral trouser|black trouser|jeans|denim|solid skirt|simple skirt|bottom|skirt|midi skirt|mini skirt,statement_bag_bottom_restraint,general,casual to evening,streetwear|dinner|event|daytime,all,fashion_editorial,How to Wear Head-to-Toe Black? Jessica Chastain Proves It's All About the Statement Bag,Vogue,2017,https://www.vogue.com/article/jessica-chastain-louis-vuitton-capucines-bag-celebrity-street-style,paragraphs describing the all-black pantsuit and embellished top-handle bag,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source shows statement bags carrying emphasis within restrained outfits; denim-bag handling and colour echo are bounded enrichment.,Statement and embellished bags; simple bottoms that preserve the accessory focal point.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K119,3,"When the bag is highly distinctive, let the shoes support rather than compete. Simple pumps, loafers, flats, clean sneakers, sleek boots, or minimal sandals keep attention on the bag; if you want stronger coordination, repeat one colour or metal tone instead of copying the whole pattern. Pairing an embellished bag with equally embellished shoes can work for maximalism, but for most outfits one dominant accessory creates a clearer and more sophisticated focal point.",bags,shoes,bags,none,statement bag|metallic bag|bright bag|embellished bag|printed bag|floral bag|denim bag,plain pump|pump|pumps|loafer|loafers|flat|flats|sneaker|sneakers|boot|boots|sandal|sandals|shoe|shoes,statement_bag_shoes,general,casual to evening,streetwear|dinner|event|daytime,all,fashion_editorial,How to Wear Head-to-Toe Black? Jessica Chastain Proves It's All About the Statement Bag,Vogue,2017,https://www.vogue.com/article/jessica-chastain-louis-vuitton-capucines-bag-celebrity-street-style,paragraphs describing the all-black pantsuit and embellished top-handle bag,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates a statement bag against controlled styling; one-focal-accessory and colour-echo guidance are bounded enrichment.,"Bright, metallic or embellished bags; supportive footwear that preserves one focal accessory.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K120,3,"When the bag is the deliberate statement, outerwear should usually create a clean background. Plain blazers, black or neutral coats, simple leather jackets, and minimally detailed layers let metallic, embellished, floral, or printed bags stand out; a denim bag can pair with denim outerwear if the washes clearly differ. Repeating one colour from the bag is enough—there is no need to reproduce its whole pattern in the jacket.",bags,outerwear,bags,none,statement bag|metallic bag|embellished bag|printed bag|floral bag|denim bag,plain blazer|blazer|black coat|neutral coat|simple jacket|leather jacket|outerwear|jacket,statement_bag_outerwear,general,casual to evening,streetwear|dinner|event|daytime,all,fashion_editorial,How to Wear Head-to-Toe Black? Jessica Chastain Proves It's All About the Statement Bag,Vogue,2017,https://www.vogue.com/article/jessica-chastain-louis-vuitton-capucines-bag-celebrity-street-style,paragraphs describing the all-black pantsuit and embellished top-handle bag,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates a statement bag against controlled tailoring; denim and colour-echo alternatives are bounded enrichment.,Statement and embellished bags; restrained outerwear that preserves the bag focal point.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K121,3,"Denim jackets pair easily with casual bags such as crossbodies, canvas totes, shoulder bags, and basket bags; a structured leather bag can deliberately elevate the look. If the outfit also contains jeans, use a bag in a different material—leather, canvas, raffia, suede—to interrupt the denim and create texture contrast. A denim bag can still work, but vary the wash clearly so the pieces do not merge visually.",outerwear,bags,outerwear,none,denim jacket|jean jacket|trucker jacket,crossbody|canvas tote|shoulder bag|basket bag|structured bag|bag|handbag,denim_outerwear_bags,general,casual,weekend|travel|daytime|summer,spring|summer|autumn,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source uses denim in everyday outfit formulas with varied accessories; material-break and wash-contrast guidance are bounded enrichment.,Denim and trucker jackets; casual bags with texture contrast.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K122,3,"Coats and trenches usually look most coherent with bags that can physically sit over or under the outer layer without distortion. Structured shoulder bags, totes, top handles, and crossbodies work for commuting; choose strap lengths that clear bulky sleeves, and avoid tiny bags disappearing against very voluminous coats unless that contrast is deliberate. A clean leather or structured fabric bag helps maintain polish when the outerwear is heavy.",outerwear,bags,outerwear,none,coat|overcoat|long coat|wool coat|trench|trench coat,structured bag|shoulder bag|tote|crossbody|top handle|bag|handbag,coat_bags,general,smart casual to business,commute|office|travel|winter dinner,autumn|winter|spring,fashion_editorial,The Wardrobe Essentials We’re Wearing in 2026,Vogue,2026,https://www.vogue.com/article/vogue-wardrobe-essentials-guide,lines 305-369 show tops combined with pants skirts and jeans,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source treats coats, trenches and practical accessories as wardrobe staples; strap fit and scale guidance are bounded enrichment.","Coats, overcoats and trenches; bags sized for outerwear volume and commuting.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K123,3,"Utility jackets, parkas, puffers, and field jackets work with bags that respect their practical character. Crossbodies, sling bags, compact backpacks, and sturdy totes are natural choices; a clean shoulder bag can make a field jacket feel more city-ready. When both jacket and bag have many pockets, straps, or technical details, keep one element simpler so the outfit does not look overloaded with hardware.",outerwear,bags,outerwear,none,field jacket|utility jacket|parka|anorak|puffer|puffer jacket,crossbody|sling bag|backpack|tote|shoulder bag|bag|handbag,utility_outerwear_bags,general,casual to outdoor casual,travel|weekend|outdoor|daytime,autumn|winter|spring,fashion_editorial,How to Build the Perfect Warm-Weather Wardrobe,GQ,2026,https://www.gq.com/story/ultimate-wardrobe-spring-summer-edition,lines 64-73 describe wardrobe pieces selected to work together including a denim jacket,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source identifies field jackets as practical wardrobe staples; bag-type and utility-detail balancing are bounded enrichment.,Utility and outdoor-casual outerwear; practical bags with controlled hardware.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K124,3,"With floral, jacquard, printed, or statement outerwear, use the bag as a stabilizing accessory rather than a second full-scale pattern. A solid shoulder bag, clean structured bag, simple top handle, or restrained clutch works well; repeating one colour from the outerwear can create cohesion without literal matching. Unless maximalism is intentional, avoid pairing a complex coat with an equally busy printed bag because both pieces compete for the same focal role.",outerwear,bags,outerwear,none,floral jacket|floral blazer|printed coat|patterned jacket|jacquard jacket|statement coat,plain shoulder bag|solid bag|structured bag|clutch|top handle|bag|handbag,statement_outerwear_bags,general,casual to evening,event|dinner|daytime|wedding,all,fashion_editorial,How to Wear Head-to-Toe Black? Jessica Chastain Proves It's All About the Statement Bag,Vogue,2017,https://www.vogue.com/article/jessica-chastain-louis-vuitton-capucines-bag-celebrity-street-style,paragraphs describing the all-black pantsuit and embellished top-handle bag,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates a statement accessory against controlled tailoring and colour; the inverse application to statement outerwear is bounded enrichment.,"Floral, jacquard and statement outerwear; restrained bags with optional colour echo.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K125,3,"Tailored trousers, chinos, and clean straight-leg pants benefit from a top that preserves their structure without making the outfit overly corporate. For work, use a crisp button-up, fine-gauge knit, polo, or restrained blouse; for dinner or smart casual, a fitted tee or soft knit can relax the tailoring. Tucking, half-tucking, or choosing a shorter hem keeps the waist readable, while one softer texture above the waist prevents the outfit from feeling rigid.",bottoms,tops,bottoms,none,tailored trouser|tailored trousers|chino|chinos|dress pants|dress trouser|straight-fit pants|straight fit pants|twill pants,button-up|button up|button-down|button down|shirt|polo|fine knit|sweater|blouse|fitted tee|t-shirt|t shirt|top,tailored_trousers_top_polish,general,smart casual to business casual,work|smart casual|dinner|city,all,fashion_editorial,How to Style a Button-Up Shirt This Summer–7 Foolproof Outfit Ideas,Vogue,2026,https://www.vogue.com/article/how-to-style-a-button-up-shirt,"summer 2026 button-up styling examples across jeans, trousers, shorts, and layered looks",2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bottoms type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
K126,3,"Cargo and utility trousers already carry visual detail through pockets, seams, and volume, so the top should usually be cleaner. A fitted tee, ribbed tank, simple sweatshirt, cropped knit, or plain shirt works for casual and streetwear; a neat overshirt can add layering without competing with the pockets. If the cargos are very wide, keep some definition at the waist or shoulder so the outfit has a clear silhouette rather than equal bulk everywhere.",bottoms,tops,bottoms,none,cargo pant|cargo pants|cargos|utility pant|utility pants|parachute pant|parachute pants,fitted tee|t-shirt|t shirt|tee|tank|ribbed tank|sweatshirt|crop top|cropped knit|shirt|overshirt|top,cargo_relaxed_bottom_top,general,casual,streetwear|weekend|travel|daytime,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The cited editorial supports the core outfit direction; the explicit alternatives, occasion distinctions, proportion rationale, and transfer to closely related item types are bounded model-enriched fashion guidance.",Applies when the query explicitly matches the stated bottoms type and the locked recommendation explicitly matches one of the stated tops types.,"Do not infer colour, material, fit, occasion, or other hidden attributes unless they are explicit in the case or rule. Alternatives explain the styling principle and must not be presented as attributes of the locked item.",rebuilt_v3_substantive_expert_rule,none
